"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"21","PGEN_.00g004110::Scaffold_01:10767250-10780399","OX365957.1",83.333,132,18,4,6838,6967,9407769,9407898,1.49e-23,119
"22","PGEN_.00g004260::Scaffold_01:11020714-11077206","OX365948.1",83.732,209,28,2,1,203,16423753,16423961,3.72e-45,193
"23","PGEN_.00g004380::Scaffold_01:11185035-11200911","OX365948.1",87.413,143,18,0,8938,9080,35567959,35568101,2.28e-37,165
"24","PGEN_.00g004510::Scaffold_01:11512219-11578082","OX365946.1",77.545,334,64,5,48545,48873,20779075,20778748,1.56e-44,191
"25","PGEN_.00g004690::Scaffold_01:11962630-12021181","OX365945.1",90.11,91,9,0,32700,32790,37012492,37012582,6.64e-23,119
"26","PGEN_.00g004820::Scaffold_01:12331921-12360338","OX365945.1",83.333,162,22,5,27826,27987,29997820,29997976,5.31e-31,145
"27","PGEN_.00g004860::Scaffold_01:12561934-12572343","OX365944.1",83.333,132,18,1,6244,6371,3770781,3770912,1.18e-23,119
"28","PGEN_.00g005480::Scaffold_01:13725578-13827565","OX365948.1",83.805,389,63,0,62972,63360,35417259,35416871,2.89e-98,370
"29","PGEN_.00g005660::Scaffold_01:14272638-14385002","OX365948.1",71.477,4165,1052,108,55611,59716,35089140,35085053,0,985
"30","PGEN_.00g006140::Scaffold_01:15487215-15500399","OX365948.1",85.593,118,14,2,11983,12100,20060426,20060540,4.15e-24,121
"31","PGEN_.00g006230::Scaffold_01:15702812-15730893","OX365947.1",76.146,851,147,33,21959,22771,40821596,40820764,1.31e-106,396
"32","PGEN_.00g006460::Scaffold_01:16246522-16297666","OX365948.1",77.387,199,40,5,39353,39549,10170058,10170253,2.7e-21,113
"33","PGEN_.00g006840::Scaffold_01:16995810-17033348","OX365948.1",83.688,141,20,3,13907,14046,15147364,15147226,1.97e-26,130
"34","PGEN_.00g006900::Scaffold_01:17251802-17269406","OX365946.1",76.501,383,81,9,10535,10912,61076731,61077109,6.92e-48,200
"35","PGEN_.00g007300::Scaffold_01:17915518-18009266","OX365960.1",73.77,366,88,7,88371,88732,28928593,28928232,2.94e-28,137
"36","PGEN_.00g007340::Scaffold_01:18195064-18316661","OX365947.1",75.278,360,70,16,65646,65993,45311477,45311829,3.78e-33,154
"37","PGEN_.00g007860::Scaffold_01:19770707-19772944","OX365948.1",84.111,1007,160,0,1,1007,31500438,31501444,0,974
"38","PGEN_.00g007870::Scaffold_01:19789621-19794144","OX365948.1",84.783,1012,152,2,3512,4522,12175291,12176301,0,1014
"39","PGEN_.00g007880::Scaffold_01:19800483-19804989","OX365948.1",86.409,1008,137,0,3499,4506,31501444,31500437,0,1103
"40","PGEN_.00g007980::Scaffold_01:19917223-19928812","OX365948.1",83.069,189,32,0,11392,11580,9285673,9285861,9.92e-40,172
"41","PGEN_.00g008040::Scaffold_01:20123365-20229166","OX365948.1",89.916,119,7,5,36609,36724,50960108,50960224,1.53e-31,148
"42","PGEN_.00g008080::Scaffold_01:20329294-20354610","OX365948.1",77.812,320,59,9,7293,7606,51030488,51030801,7.75e-44,187
"43","PGEN_.00g008130::Scaffold_01:20558005-20744692","OX365948.1",88.125,160,19,0,1359,1518,41225754,41225913,4.42e-44,191
"44","PGEN_.00g008460::Scaffold_01:21618498-21631091","OX365960.1",86.792,106,11,3,1328,1433,25943906,25944008,1.84e-22,115
"45","PGEN_.00g008540::Scaffold_01:21928303-21978649","OX365960.1",83.333,126,19,2,48813,48937,21310172,21310296,7.38e-22,115
"46","PGEN_.00g008860::Scaffold_01:22975557-23017189","OX365954.1",72.845,464,100,21,39053,39501,42104452,42104904,4.69e-28,135
"47","PGEN_.00g008870::Scaffold_01:23032384-23042499","OX365951.1",82.036,167,17,12,2945,3105,5461691,5461850,5.28e-27,130
"48","PGEN_.00g009180::Scaffold_01:23920149-23924456","OX365948.1",76.577,1379,280,28,1920,3293,23097102,23098442,0,717
"49","PGEN_.00g009230::Scaffold_01:24048829-24086525","OX365948.1",83.391,289,40,7,16812,17095,23232719,23233004,6.71e-66,261
"50","PGEN_.00g009300::Scaffold_01:24181848-24192589","OX365948.1",92.5,160,11,1,7909,8068,28592893,28592735,1.93e-56,228
"51","PGEN_.00g009310::Scaffold_01:24192615-24221593","OX365948.1",91.736,121,10,0,3048,3168,28589549,28589429,3.21e-38,169
"52","PGEN_.00g009330::Scaffold_01:24363955-24386887","OX365946.1",81.69,284,44,6,17757,18038,30223453,30223176,1.15e-56,230
"53","PGEN_.00g009370::Scaffold_01:24514101-24564329","OX365948.1",86.923,130,17,0,2603,2732,41817551,41817422,2.61e-31,147
"54","PGEN_.00g009430::Scaffold_01:24673153-24721159","OX365948.1",87.117,163,19,2,8436,8598,27400649,27400489,1.9e-42,183
"55","PGEN_.00g009670::Scaffold_01:25485678-25508446","OX365953.1",81.633,147,19,8,1988,2129,41622542,41622685,3.34e-22,115
"56","PGEN_.00g009850::Scaffold_01:26008987-26015546","OX365955.1",80.226,354,53,15,4054,4398,2770980,2771325,2.52e-63,250
"57","PGEN_.00g010400::Scaffold_01:27287195-27319844","OX365945.1",80.573,314,47,8,24468,24778,16417548,16417850,1.64e-56,230
"58","PGEN_.00g010490::Scaffold_01:27804483-27823230","OX365945.1",84.653,202,25,5,7601,7799,16417652,16417850,9.54e-47,196
"59","PGEN_.00g010890::Scaffold_01:28693266-28716771","OX365960.1",87.755,98,8,3,15440,15535,27316762,27316667,4.46e-21,111
"60","PGEN_.00g011800::Scaffold_01:30742143-30749166","OX365960.1",75.912,274,51,10,2282,2546,27316766,27316499,4.74e-26,126
"61","PGEN_.00g011840::Scaffold_01:30832756-30843486","OX365947.1",85.535,159,19,4,440,595,11033625,11033468,5.53e-37,163
"62","PGEN_.00g012160::Scaffold_01:31616745-31657629","OX365945.1",92.308,117,9,0,7798,7914,10229261,10229377,1.63e-37,167
"63","PGEN_.00g012330::Scaffold_01:31917649-31949364","OX365945.1",86.061,165,21,2,10705,10868,35585434,35585271,2.1e-40,176
"64","PGEN_.00g012360::Scaffold_01:32072589-32094859","OX365945.1",86.567,201,23,4,14328,14526,17239011,17239209,2.42e-53,219
"65","PGEN_.00g012500::Scaffold_01:32383423-32398599","OX365945.1",80.403,347,68,0,1395,1741,45109576,45109230,2.09e-67,265
"66","PGEN_.00g013340::Scaffold_01:34598904-34633046","OX365945.1",86.286,175,22,2,32276,32449,11938076,11938249,2.91e-44,189
"67","PGEN_.00g013370::Scaffold_01:34648322-34677390","OX365945.1",81.481,216,38,2,23455,23670,11957871,11958084,1.93e-40,176
"68","PGEN_.00g013380::Scaffold_01:34687119-34738449","OX365945.1",86.545,275,37,0,39759,40033,12020655,12020929,1.5e-78,303
"69","PGEN_.00g014110::Scaffold_01:36654025-36663027","OX365945.1",82.946,129,22,0,5864,5992,30392757,30392885,3.66e-23,117
"70","PGEN_.00g014120::Scaffold_01:36667317-36678494","OX365945.1",83.051,177,30,0,9740,9916,30412575,30412751,2.07e-36,161
"71","PGEN_.00g014240::Scaffold_01:36956462-37080410","OX365945.1",80.495,323,63,0,1000,1322,50701964,50701642,1.72e-61,248
"72","PGEN_.00g015220::Scaffold_01:40087293-40097368","OX365945.1",74.93,359,82,8,9296,9650,29239663,29240017,2.41e-35,158
"73","PGEN_.00g015430::Scaffold_01:40599157-40605494","OX365946.1",79.004,462,65,18,4991,5435,63469101,63469547,1.85e-74,287
"74","PGEN_.00g015820::Scaffold_01:42068444-42073309","OX365960.1",90.698,86,7,1,3195,3280,25943990,25943906,2.55e-22,113
"75","PGEN_.00g015870::Scaffold_01:42174022-42262223","OX365945.1",85.321,109,16,0,12,120,34200231,34200339,4.65e-21,113
"76","PGEN_.00g015990::Scaffold_01:42549736-42561056","OX365955.1",78.261,230,36,10,5086,5310,32827766,32827546,1.27e-28,135
"77","PGEN_.00g016170::Scaffold_01:43180985-43194410","OX365945.1",79.769,173,31,3,8130,8300,52976973,52976803,1.17e-24,122
"78","PGEN_.00g016290::Scaffold_01:43515632-43587080","OX365945.1",89.262,149,16,0,37324,37472,53175516,53175664,2.19e-43,187
"79","PGEN_.00g016570::Scaffold_01:44257157-44308758","OX365945.1",80.69,145,28,0,48299,48443,13665312,13665456,2.72e-21,113
"80","PGEN_.00g017280::Scaffold_01:46744784-46747680","OX365945.1",81.27,315,44,10,1814,2125,16417548,16417850,6.65e-61,241
"81","PGEN_.00g017310::Scaffold_01:46757099-46776661","OX365958.1",87.805,123,5,4,647,763,18001426,18001308,2.2e-28,135
"82","PGEN_.00g017410::Scaffold_01:46907751-46911774","OX365952.1",77.519,516,107,8,751,1260,47713400,47712888,4.19e-79,302
"83","PGEN_.00g017440::Scaffold_01:46952299-46981025","OX365950.1",85.455,220,14,12,753,962,46889576,46889787,1.45e-51,213
"84","PGEN_.00g017930::Scaffold_01:48389852-48414339","OX365945.1",84.066,182,26,3,13260,13440,60591968,60591789,2.1e-39,172
"85","PGEN_.00g018000::Scaffold_01:48558582-48587007","OX365945.1",87.582,153,19,0,26694,26846,56539404,56539556,5.24e-41,178
"86","PGEN_.00g018130::Scaffold_01:49084777-49108427","OX365945.1",80.175,343,56,10,7455,7792,59592672,59593007,1.18e-61,246
"87","PGEN_.00g018860::Scaffold_01:50925808-50942879","OX365944.1",79.167,168,30,5,8182,8346,26789396,26789231,3.23e-21,111
"88","PGEN_.00g019030::Scaffold_01:51630175-51667895","OX365960.1",86.486,111,11,4,17872,17981,25944006,25943899,4.28e-23,119
"89","PGEN_.00g019200::Scaffold_01:52008632-52058486","OX365945.1",76.511,1158,232,26,48689,49841,2069834,2068712,2.14e-166,595
"90","PGEN_.00g019490::Scaffold_01:53080171-53143939","OX365945.1",81.328,241,44,1,15286,15525,49831908,49831668,1.17e-45,195
"91","PGEN_.00g019590::Scaffold_01:53448576-53466006","OX365960.1",86.111,108,12,3,7592,7699,25943904,25944008,9.18e-22,113
"92","PGEN_.00g019860::Scaffold_01:54502121-54504885","OX365945.1",72.771,2075,522,37,707,2764,24139871,24141919,0,662
"93","PGEN_.00g020100::Scaffold_01:55062114-55247891","OX365945.1",90.435,115,9,1,105028,105142,11296323,11296211,7.47e-32,150
"94","PGEN_.00g020170::Scaffold_01:55321243-55333418","OX365945.1",85.776,232,33,0,5971,6202,5077333,5077102,6.06e-62,246
"95","PGEN_.00g020180::Scaffold_01:55334153-55357462","OX365960.1",86.792,106,11,3,17691,17796,25943906,25944008,3.42e-22,115
"96","PGEN_.00g020440::Scaffold_01:55985925-56005311","OX365950.1",80,220,34,10,4141,4355,32051300,32051514,6.02e-34,154
"97","PGEN_.00g020550::Scaffold_01:56043573-56045338","OX365953.1",80.769,156,29,1,1388,1543,16962307,16962461,5.47e-25,121
"98","PGEN_.00g020640::Scaffold_01:56292598-56295837","OX365945.1",76.049,906,203,13,339,1237,61359949,61360847,1.89e-126,459
"99","PGEN_.00g020860::Scaffold_01:56781648-56796396","OX365949.1",84.821,112,16,1,10882,10992,37904156,37904267,2.79e-21,111
"100","PGEN_.00g021170::Scaffold_01:57270958-57313441","OX365945.1",91.111,90,8,0,35738,35827,545206,545117,3.72e-24,122
"101","PGEN_.00g021460::Scaffold_01:58153825-58207160","OX365959.1",73.786,412,81,22,26325,26725,23745120,23744725,1.67e-28,137
"102","PGEN_.00g021660::Scaffold_01:58948784-58970913","OX365959.1",74.834,302,67,9,11048,11344,18570641,18570344,4.17e-26,128
"103","PGEN_.00g021720::Scaffold_01:59121767-59139860","OX365957.1",73.569,367,72,19,6410,6757,15102873,15103233,7.37e-23,117
"104","PGEN_.00g021770::Scaffold_01:59215071-59219930","OX365945.1",77.88,217,48,0,3493,3709,6359073,6358857,5.44e-29,135
"105","PGEN_.00g021860::Scaffold_01:59399497-59450700","OX365945.1",85.246,244,34,2,48445,48687,41952282,41952040,1.97e-62,250
"106","PGEN_.00g021970::Scaffold_01:59750371-59779779","OX365954.1",84.677,124,13,5,19747,19866,41117811,41117690,3.33e-23,119
"107","PGEN_.00g022020::Scaffold_01:59935719-59954296","OX365945.1",82.123,179,32,0,144,322,49224050,49223872,5.77e-34,154
"108","PGEN_.00g022060::Scaffold_01:60054826-60074938","OX365960.1",86.239,109,11,4,9672,9779,25943900,25944005,2.95e-22,115
"109","PGEN_.00g022170::Scaffold_01:60282934-60308826","OX365945.1",80.827,266,47,4,23942,24205,51239611,51239348,2.19e-49,206
"110","PGEN_.00g022690::Scaffold_01:61850697-61906610","OX365953.1",75.92,299,54,14,41072,41359,2899430,2899139,1.75e-28,137
"111","PGEN_.00g022770::Scaffold_01:62043174-62326239","OX365945.1",74.927,682,143,17,274181,274859,10947870,10948526,8.32e-73,287
"112","PGEN_.00g023460::Scaffold_01:64572048-64588145","OX365945.1",78.664,539,101,9,15565,16097,36656289,36656819,7.68e-92,346
"113","PGEN_.00g023910::Scaffold_01:65947002-66036701","OX365945.1",85.294,136,16,4,81607,81740,48308683,48308816,2.81e-28,137
"114","PGEN_.00g023940::Scaffold_01:66081438-66101104","OX365945.1",84.559,272,21,11,18832,19093,36824899,36825159,7.57e-63,250
"115","PGEN_.00g023990::Scaffold_01:66219310-66228413","OX365945.1",91.176,102,9,0,4855,4956,1534419,1534318,7.9e-30,139
"116","PGEN_.00g024000::Scaffold_01:66238317-66250135","OX365960.1",86.792,106,11,3,6637,6742,25943906,25944008,1.73e-22,115
"117","PGEN_.00g024220::Scaffold_01:66767960-66854869","OX365961.1",85.156,128,13,5,57157,57280,10428869,10428744,5.89e-25,126
"118","PGEN_.00g024280::Scaffold_01:66940314-66943580","OX365947.1",77.81,347,54,21,594,928,19156176,19156511,2.13e-46,193
"119","PGEN_.00g024420::Scaffold_01:67445548-67470260","OX365950.1",79.882,169,23,9,7959,8121,15065661,15065824,1.3e-21,113
"120","PGEN_.00g024450::Scaffold_01:67531314-67535874","OX365945.1",82.819,227,34,5,4,229,63046940,63046718,6.42e-48,198
"121","PGEN_.00g024540::Scaffold_01:67767963-67786196","OX365945.1",84.354,147,23,0,16909,17055,62846244,62846098,3.41e-31,145
"122","PGEN_.00g025020::Scaffold_01:69329022-69373103","OX365950.1",80.12,166,26,6,42779,42942,364220,364060,1.8e-22,117
"123","PGEN_.00g025030::Scaffold_01:69375893-69492472","OX365947.1",82.514,183,19,13,74058,74233,3686826,3687002,1.69e-31,148
"124","PGEN_.00g025050::Scaffold_01:69528266-69580789","OX365945.1",79.574,235,39,8,33625,33856,21037023,21036795,3.51e-35,159
"125","PGEN_.00g025100::Scaffold_01:69691912-69771035","OX365960.1",80.745,161,29,2,57797,57955,4704783,4704943,1.93e-24,124
"126","PGEN_.00g025530::Scaffold_01:70738879-70863837","OX365945.1",83.188,345,57,1,26366,26710,14699229,14698886,1.68e-81,315
"127","PGEN_.00g025710::Scaffold_01:71400875-71410075","OX365945.1",82.812,128,18,4,9070,9195,18567543,18567668,1.74e-21,111
"128","PGEN_.00g025770::Scaffold_01:71558656-71569386","OX365953.1",86.325,117,16,0,9602,9718,26454571,26454455,2.02e-26,128
"129","PGEN_.00g025870::Scaffold_01:71749520-71849558","OX365951.1",89.362,94,5,4,86935,87024,42333332,42333240,5.28e-21,113
"130","PGEN_.00g026190::Scaffold_01:72370017-72466177","OX365944.1",74.754,305,65,9,57893,58195,3770631,3770925,6.52e-25,126
"131","PGEN_.00g026370::Scaffold_01:72873566-72885354","OX365960.1",86.111,108,9,6,5993,6099,25944008,25943906,2.23e-21,111
"132","PGEN_.00g026650::Scaffold_01:73623233-73677477","OX365944.1",80.208,192,24,13,53057,53240,30819076,30819261,7.9e-27,132
"133","PGEN_.00g026930::Scaffold_01:74460411-74467608","OX365945.1",85.083,181,24,2,3159,3339,7570255,7570078,1.02e-42,182
"134","PGEN_.00g027030::Scaffold_01:74723234-74726805","OX365950.1",96,75,3,0,129,203,364161,364235,3.11e-25,122
"135","PGEN_.00g027080::Scaffold_01:74947331-74954656","OX365949.1",87.5,144,12,2,2378,2521,41828708,41828845,1.36e-36,161
"136","PGEN_.00g027120::Scaffold_01:75185901-75205081","OX365945.1",77.806,392,73,13,15227,15611,53923929,53923545,9.62e-57,230
"137","PGEN_.00g027140::Scaffold_01:75237200-75336773","OX365945.1",82.258,310,42,11,38851,39154,53864605,53864303,8.25e-64,255
"138","PGEN_.00g027270::Scaffold_01:75657109-75689952","OX365959.1",78.977,352,59,14,9221,9565,9239735,9239392,2.13e-55,226
"139","PGEN_.00g027380::Scaffold_01:75979106-76045024","OX365945.1",75.811,339,75,7,55654,55988,45807731,45807396,9.47e-37,165
"140","PGEN_.00g027660::Scaffold_01:76594482-76614824","OX365945.1",87.313,134,16,1,17708,17840,1952822,1952955,2.27e-33,152
"141","PGEN_.00g027950::Scaffold_01:77097770-77126380","OX365945.1",73.77,488,99,24,10608,11075,40169882,40170360,4.11e-37,165
"142","PGEN_.00g028040::Scaffold_01:77412760-77429687","OX365945.1",91.398,93,6,2,6504,6596,29997924,29997834,1.15e-25,126
"143","PGEN_.00g028050::Scaffold_01:77431949-77449601","OX365945.1",83.571,140,22,1,17513,17651,24770029,24770168,9.24e-27,130
"144","PGEN_.00g028170::Scaffold_01:77866058-77872368","OX365950.1",81.325,166,28,3,948,1111,35808046,35807882,9.15e-28,132
"145","PGEN_.00g028230::Scaffold_01:78049722-78085939","OX365948.1",79.885,174,27,7,3653,3821,6848683,6848513,1.14e-23,121
"146","PGEN_.00g028280::Scaffold_01:78164630-78265700","OX365945.1",83.468,248,39,2,47826,48072,47639432,47639678,5.08e-56,230
"147","PGEN_.00g028310::Scaffold_01:78309410-78335352","OX365945.1",86.695,233,31,0,22145,22377,58162809,58163041,1.66e-65,259
"148","PGEN_.00g028360::Scaffold_01:78397789-78413040","OX365946.1",81.979,283,44,5,13203,13483,30223453,30223176,5.91e-58,233
"149","PGEN_.00g028420::Scaffold_01:78548097-78578328","OX365960.1",87.156,109,10,4,17333,17440,25943904,25944009,9.53e-24,121
"150","PGEN_.00g029230::Scaffold_01:80283358-80335940","OX365947.1",75.615,894,181,24,41734,42609,40820722,40821596,3.16e-110,409
"151","PGEN_.00g029400::Scaffold_01:80761192-80833763","OX365945.1",79.525,337,63,5,72238,72571,45652414,45652747,7.83e-58,235
"152","PGEN_.00g029420::Scaffold_01:80854706-80886177","OX365944.1",80.69,145,28,0,8404,8548,3770925,3770781,1.66e-21,113
"153","PGEN_.00g029430::Scaffold_01:80898880-80901911","OX365955.1",85.877,1140,154,6,1,1138,32376870,32375736,0,1206
"154","PGEN_.00g030010::Scaffold_01:82035651-82050664","OX365945.1",89.627,241,22,3,14734,14972,16168184,16167945,4.37e-79,303
"155","PGEN_.00g030120::Scaffold_01:82417559-82426502","OX365955.1",82.131,291,37,8,1002,1289,6288408,6288686,9.62e-59,235
"156","PGEN_.00g030190::Scaffold_01:82576370-82591504","OX365945.1",75.859,1309,284,24,11178,12464,14975428,14974130,1.06e-179,638
"157","PGEN_.00g030260::Scaffold_01:82751449-82777376","OX365955.1",82.486,177,19,11,25013,25183,2119996,2119826,4.85e-31,145
"158","PGEN_.00g030550::Scaffold_01:83322491-83334787","OX365945.1",84.739,249,36,2,5548,5795,58737267,58737514,1.7e-62,248
"159","PGEN_.00g030850::Scaffold_01:84134240-84144502","OX365954.1",85.075,134,16,4,3076,3207,35170596,35170465,4.14e-28,134
"160","PGEN_.00g030990::Scaffold_01:84373689-84413443","OX365945.1",82.036,167,30,0,35638,35804,45073093,45073259,2.67e-30,143
"161","PGEN_.00g031200::Scaffold_01:85147250-85185071","OX365945.1",82.511,223,31,6,24606,24826,45018747,45018531,3.22e-44,189
"162","PGEN_.00g031270::Scaffold_01:85442002-85523966","OX365945.1",78.125,256,48,7,74624,74875,22890476,22890727,7.08e-34,156
"163","PGEN_.00g031340::Scaffold_01:85649192-85702953","OX365945.1",79.021,715,143,7,1,710,5477371,5476659,1.88e-132,483
"164","PGEN_.00g031360::Scaffold_01:85736202-85748755","OX365946.1",73.593,462,92,29,2270,2717,54210879,54211324,5.04e-33,150
"165","PGEN_.00g031370::Scaffold_01:85757247-85771457","OX365945.1",80.337,178,33,2,3311,3487,5324221,5324045,5.74e-28,134
"166","PGEN_.00g031390::Scaffold_01:85880535-85890855","OX365950.1",86.096,374,41,10,8771,9140,50901689,50902055,6.23e-106,392
"167","PGEN_.00g031510::Scaffold_01:86039880-86075028","OX365945.1",81.915,188,33,1,25450,25637,5111927,5111741,8.44e-35,158
"168","PGEN_.00g031790::Scaffold_01:86676579-86706041","OX365948.1",77.366,243,45,9,19408,19646,20317700,20317464,3.32e-28,135
"169","PGEN_.00g031850::Scaffold_01:86789919-86838858","OX365945.1",76.371,237,42,13,46052,46280,59879750,59879520,7.18e-22,115
"170","PGEN_.00g031870::Scaffold_01:86876327-86889828","OX365960.1",86.239,109,11,4,12664,12770,13498444,13498338,1.98e-22,115
"171","PGEN_.00g031920::Scaffold_01:86981109-87023773","OX365945.1",82.807,285,49,0,38210,38494,7820410,7820126,3.53e-64,255
"172","PGEN_.00g032060::Scaffold_01:87322358-87327233","OX365945.1",90.991,111,8,2,1961,2069,36824985,36825095,7.01e-33,148
"173","PGEN_.00g032150::Scaffold_01:87459945-87516368","OX365945.1",79.755,163,30,3,50672,50832,28312039,28311878,8.28e-22,115
"174","PGEN_.00g032200::Scaffold_01:87586560-87601639","OX365945.1",82.075,530,89,5,10380,10906,44381893,44382419,1.92e-122,448
"175","PGEN_.00g032220::Scaffold_01:87624196-87624507","OX365945.1",84.043,282,45,0,13,294,44387778,44388059,2.34e-71,272
"176","PGEN_.00g033030::Scaffold_01:88915247-88948631","OX365949.1",80,165,23,10,26476,26635,22551057,22551216,1.76e-21,113
"177","PGEN_.00g033240::Scaffold_01:89426178-89428526","OX365945.1",87.919,149,18,0,47,195,52172183,52172331,1.54e-41,176
"178","PGEN_.00g033260::Scaffold_01:89477440-89493698","OX365945.1",82.731,249,43,0,14410,14658,58737514,58737266,1.36e-54,222
"179","PGEN_.00g033290::Scaffold_01:89587337-89595215","OX365951.1",82.456,228,37,3,5332,5558,32651925,32651700,4e-47,196
"180","PGEN_.00g033440::Scaffold_02:358113-391472","OX365944.1",79.902,204,35,5,24441,24641,19903851,19903651,6.24e-31,145
"181","PGEN_.00g033520::Scaffold_02:615608-628973","OX365944.1",80.769,182,24,10,2888,3061,50338966,50338788,1.94e-27,132
"182","PGEN_.00g033720::Scaffold_02:1362244-1372506","OX365951.1",82.317,164,21,3,1012,1175,44077591,44077746,1.15e-28,135
"183","PGEN_.00g034340::Scaffold_02:3574122-3709463","OX365944.1",85.714,210,23,5,18850,19056,47992392,47992597,1.9e-51,215
"184","PGEN_.00g034770::Scaffold_02:4655169-4656177","OX365952.1",84.426,366,57,0,93,458,30402512,30402877,1.67e-97,361
"185","PGEN_.00g034810::Scaffold_02:4710391-4744045","OX365944.1",74.825,572,117,20,20371,20927,58166432,58166991,1.31e-57,233
"186","PGEN_.00g035060::Scaffold_02:5216622-5258633","OX365954.1",92.941,85,6,0,31967,32051,3764936,3765020,1.02e-24,124
"187","PGEN_.00g035760::Scaffold_02:6933686-6957520","OX365944.1",84.496,129,20,0,2349,2477,13355144,13355016,4.49e-26,128
"188","PGEN_.00g035920::Scaffold_02:7348787-7391892","OX365944.1",81.013,237,39,3,70,306,12802171,12801941,1.71e-42,183
"189","PGEN_.00g036040::Scaffold_02:7781567-7803022","OX365944.1",83.607,122,16,4,20661,20780,12441517,12441398,4.07e-21,111
"190","PGEN_.00g036130::Scaffold_02:8036268-8046019","OX365944.1",86.364,132,18,0,1898,2029,46821860,46821729,1.82e-31,145
"191","PGEN_.00g036280::Scaffold_02:8327747-8331304","OX365944.1",77.9,1095,235,7,2440,3530,46433710,46432619,0,675
"192","PGEN_.00g036470::Scaffold_02:8707214-8723507","OX365953.1",76.496,2072,419,53,1,2027,43007735,43009783,0,1066
"193","PGEN_.00g036690::Scaffold_02:9203274-9205705","OX365946.1",73.921,533,113,19,1,516,4442440,4442963,5.69e-46,191
"194","PGEN_.00g036820::Scaffold_02:9496532-9501582","OX365944.1",86.486,259,35,0,3724,3982,30079779,30080037,5.31e-74,285
"195","PGEN_.00g036970::Scaffold_02:9916049-9925382","OX365944.1",77.895,475,89,12,8132,8592,8201083,8201555,1.27e-72,281
"196","PGEN_.00g037100::Scaffold_02:10390233-10425974","OX365946.1",89.247,93,9,1,31830,31922,3305436,3305527,5.24e-22,115
"197","PGEN_.00g037310::Scaffold_02:11235386-11271987","OX365944.1",73.875,689,170,10,16820,17503,64326450,64325767,1.4e-67,267
"198","PGEN_.00g037370::Scaffold_02:11357569-11447291","OX365959.1",75.958,287,49,19,56274,56547,9239737,9239458,4.7e-26,130
"199","PGEN_.00g037420::Scaffold_02:11581263-11600992","OX365953.1",81.437,167,23,7,18209,18372,489889,490050,1.03e-26,130
"200","PGEN_.00g037640::Scaffold_02:12339410-12339715","OX365944.1",80.822,292,56,0,9,300,37940212,37939921,1.4e-58,230
