"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"24","PGEN_.00g007880::Scaffold_01:19800483-19804989","CM046307.1",85.826,1023,144,1,3485,4506,14421730,14422752,0,1085
"25","PGEN_.00g007980::Scaffold_01:19917223-19928812","CM046307.1",84.553,123,17,2,9325,9446,57837194,57837073,3.83e-24,121
"26","PGEN_.00g008020::Scaffold_01:20037000-20047698","CM046307.1",80.882,204,37,2,10496,10698,18256208,18256410,7.49e-36,159
"27","PGEN_.00g008040::Scaffold_01:20123365-20229166","CM046307.1",91.525,118,7,3,36619,36734,8688157,8688041,7.43e-35,159
"28","PGEN_.00g008080::Scaffold_01:20329294-20354610","CM046307.1",75.159,314,71,5,7287,7595,8635388,8635077,6.43e-30,141
"29","PGEN_.00g008090::Scaffold_01:20356918-20368229","CM046294.1",74.843,318,69,10,3990,4301,396257,396569,4.8e-28,134
"30","PGEN_.00g009020::Scaffold_01:23496309-23520554","CM046301.1",72.752,1090,248,45,22128,23189,66809570,66808502,2.05e-84,322
"31","PGEN_.00g009130::Scaffold_01:23640484-23674950","CM046307.1",82.143,140,25,0,20011,20150,47533181,47533042,1.14e-23,121
"32","PGEN_.00g009230::Scaffold_01:24048829-24086525","CM046307.1",91.429,105,7,2,22303,22406,47360026,47360129,2.66e-30,143
"33","PGEN_.00g009300::Scaffold_01:24181848-24192589","CM046307.1",92.405,158,11,1,7911,8068,54829014,54828858,2.63e-55,224
"34","PGEN_.00g009310::Scaffold_01:24192615-24221593","CM046307.1",89.916,119,11,1,3051,3168,54825647,54825529,3.4e-33,152
"35","PGEN_.00g009350::Scaffold_01:24482481-24508358","CM046307.1",86.147,231,32,0,21627,21857,539985,540215,1.05e-62,250
"36","PGEN_.00g009370::Scaffold_01:24514101-24564329","CM046307.1",92.308,91,7,0,15,105,566983,567073,2.76e-26,130
"37","PGEN_.00g009430::Scaffold_01:24673153-24721159","CM046307.1",84.967,153,22,1,3588,3739,50668673,50668521,1.57e-33,154
"38","PGEN_.00g009880::Scaffold_01:26124057-26180873","CM046307.1",81.86,215,34,5,34084,34296,32542253,32542464,3.96e-40,176
"39","PGEN_.00g010500::Scaffold_01:27875031-27890847","CM046302.1",77.556,450,95,5,14631,15075,9927378,9926930,6.35e-68,267
"40","PGEN_.00g010640::Scaffold_01:28175173-28197727","CM046307.1",74.5,600,128,20,19323,19906,31203548,31204138,7.1e-59,237
"41","PGEN_.00g011050::Scaffold_01:28898800-28906365","CM046301.1",86.014,143,18,2,1458,1599,38431413,38431272,8.85e-34,152
"42","PGEN_.00g011570::Scaffold_01:29940943-29991460","CM046301.1",84.8,125,14,5,23782,23904,48474628,48474507,1.67e-23,121
"43","PGEN_.00g011670::Scaffold_01:30428666-30456357","CM046301.1",80.791,177,32,2,15928,16103,69019561,69019386,9.1e-29,137
"44","PGEN_.00g012160::Scaffold_01:31616745-31657629","CM046301.1",88.43,121,14,0,16732,16852,24199224,24199344,2.23e-31,147
"45","PGEN_.00g012360::Scaffold_01:32072589-32094859","CM046301.1",83.251,203,29,5,14326,14525,46715537,46715737,3.33e-42,182
"46","PGEN_.00g012500::Scaffold_01:32383423-32398599","CM046301.1",83.481,339,49,6,1419,1753,66867369,66867704,9.98e-81,309
"47","PGEN_.00g013290::Scaffold_01:34512421-34532313","CM046301.1",82.278,158,28,0,1943,2100,32353051,32352894,6.54e-29,137
"48","PGEN_.00g013380::Scaffold_01:34687119-34738449","CM046301.1",90.722,97,9,0,16119,16215,14142555,14142651,2.82e-26,130
"49","PGEN_.00g014240::Scaffold_01:36956462-37080410","CM046301.1",93.396,106,3,4,114591,114693,37317886,37317990,4.05e-33,154
"50","PGEN_.00g014610::Scaffold_01:38034092-38048849","CM046301.1",92.045,88,5,2,9495,9581,24239281,24239195,1.36e-24,122
"51","PGEN_.00g014630::Scaffold_01:38059667-38113107","CM046304.1",92.593,81,6,0,48284,48364,4070756,4070676,2.29e-22,117
"52","PGEN_.00g015220::Scaffold_01:40087293-40097368","CM046301.1",75.492,559,115,18,9312,9856,39508082,39507532,3.15e-64,254
"53","PGEN_.00g015680::Scaffold_01:41457182-41482710","CM046301.1",82.878,403,69,0,523,925,13065072,13065474,1.27e-96,363
"54","PGEN_.00g015730::Scaffold_01:41600238-41642495","CM046301.1",91.579,95,8,0,41724,41818,13193969,13194063,6.46e-27,132
"55","PGEN_.00g015780::Scaffold_01:41876632-41922473","CM046301.1",81.707,164,26,2,18530,18691,31705568,31705407,1.95e-27,134
"56","PGEN_.00g015910::Scaffold_01:42440998-42457038","CM046298.1",73.279,1976,421,73,4762,6687,402517,400599,9.22e-176,625
"57","PGEN_.00g016290::Scaffold_01:43515632-43587080","CM046301.1",87.671,146,18,0,37324,37469,27192846,27192991,2.32e-38,171
"58","PGEN_.00g016590::Scaffold_01:44345210-44369080","CM046310.1",91.86,86,7,0,15188,15273,9558529,9558444,7.9e-24,121
"59","PGEN_.00g016760::Scaffold_01:44775600-44793686","CM046301.1",84.677,124,15,3,11908,12030,53892114,53892234,5.98e-24,121
"60","PGEN_.00g017860::Scaffold_01:48136795-48272553","CM046306.1",86.364,110,12,3,33625,33733,32873315,32873208,5.82e-22,117
"61","PGEN_.00g018010::Scaffold_01:48596642-48611029","CM046301.1",78.788,165,35,0,2108,2272,16171019,16170855,2.86e-21,111
"62","PGEN_.00g018590::Scaffold_01:50242529-50265764","CM046304.1",89.888,89,8,1,20997,21084,5940660,5940748,1.29e-21,113
"63","PGEN_.00g018680::Scaffold_01:50568605-50573036","CM046301.1",73.671,1542,387,16,220,1749,28643462,28644996,5.57e-163,580
"64","PGEN_.00g018750::Scaffold_01:50696065-50743858","CM046301.1",80.952,210,40,0,33847,34056,47827417,47827626,2e-37,167
"65","PGEN_.00g018790::Scaffold_01:50829517-50833022","CM046301.1",77.979,386,81,4,3085,3468,33432383,33432766,3.05e-60,239
"66","PGEN_.00g018860::Scaffold_01:50925808-50942879","CM046301.1",79.5,200,41,0,16870,17069,17452127,17451928,1.21e-30,143
"67","PGEN_.00g019070::Scaffold_01:51725344-51742133","CM046301.1",82.609,184,32,0,9532,9715,39639872,39639689,9.1e-37,163
"68","PGEN_.00g019150::Scaffold_01:51866081-51912115","CM046301.1",86.806,144,17,2,45196,45338,33710778,33710920,3.23e-35,159
"69","PGEN_.00g019200::Scaffold_01:52008632-52058486","CM046301.1",76.844,1166,220,30,48686,49841,38041417,38040292,2.23e-171,612
"70","PGEN_.00g019330::Scaffold_01:52365138-52399513","CM046301.1",89.583,96,6,4,24740,24834,24239189,24239281,4.09e-23,119
"71","PGEN_.00g019340::Scaffold_01:52442422-52469543","CM046301.1",80.625,160,27,4,17389,17546,61785462,61785305,8.98e-24,121
"72","PGEN_.00g019490::Scaffold_01:53080171-53143939","CM046301.1",78.108,941,172,27,54889,55815,8585711,8586631,2.26e-157,566
"73","PGEN_.00g020100::Scaffold_01:55062114-55247891","CM046301.1",77.28,603,120,16,128416,129009,18683406,18684000,1.56e-88,339
"74","PGEN_.00g020220::Scaffold_01:55470283-55499666","CM046301.1",73.735,830,189,19,25439,26249,70442011,70442830,4.19e-77,298
"75","PGEN_.00g021530::Scaffold_01:58432804-58456922","CM046301.1",84.496,129,16,3,8895,9021,34109448,34109322,6.17e-25,124
"76","PGEN_.00g022170::Scaffold_01:60282934-60308826","CM046301.1",78.868,265,54,2,23942,24205,24325833,24326096,5.01e-41,178
"77","PGEN_.00g022770::Scaffold_01:62043174-62326239","CM046301.1",75.668,674,128,24,274177,274841,25432496,25433142,8.68e-78,303
"78","PGEN_.00g023100::Scaffold_01:63492925-63528511","CM046300.1",91.919,99,8,0,3364,3462,30778664,30778566,3.25e-29,139
"79","PGEN_.00g023910::Scaffold_01:65947002-66036701","CM046301.1",82.857,210,34,2,9826,10033,59454662,59454871,2.89e-43,187
"80","PGEN_.00g023990::Scaffold_01:66219310-66228413","CM046301.1",88.571,105,12,0,4851,4955,2801767,2801663,1.8e-26,128
"81","PGEN_.00g024020::Scaffold_01:66271406-66285728","CM046301.1",78.868,265,49,6,13900,14160,34356477,34356216,1.29e-39,172
"82","PGEN_.00g024120::Scaffold_01:66440118-66460574","CM046301.1",84.746,118,13,3,14509,14623,50794454,50794569,1.13e-21,113
"83","PGEN_.00g024130::Scaffold_01:66461028-66473303","CM046301.1",86.17,188,26,0,9586,9773,50814166,50814353,3.92e-49,204
"84","PGEN_.00g024380::Scaffold_01:67253377-67296854","CM046301.1",81.959,194,33,2,29074,29265,34330101,34330294,2.36e-36,163
"85","PGEN_.00g024500::Scaffold_01:67619819-67668239","CM046301.1",81.313,198,34,1,22677,22871,45679411,45679608,1.22e-34,158
"86","PGEN_.00g024520::Scaffold_01:67734635-67748271","CM046301.1",74.952,1034,247,12,119,1146,41395262,41394235,1.81e-127,464
"87","PGEN_.00g024540::Scaffold_01:67767963-67786196","CM046301.1",87.5,128,16,0,9869,9996,41351887,41351760,2.77e-32,148
"88","PGEN_.00g024600::Scaffold_01:68135960-68163277","CM046297.1",90.805,87,6,2,9238,9323,35318561,35318476,4.21e-22,115
"89","PGEN_.00g025350::Scaffold_01:70261320-70274046","CM046297.1",88.421,95,10,1,8022,8115,35318472,35318566,7.04e-22,113
"90","PGEN_.00g025380::Scaffold_01:70329405-70404003","CM046304.1",92.405,79,6,0,43022,43100,4070756,4070678,4.14e-21,113
"91","PGEN_.00g025510::Scaffold_01:70634316-70712415","CM046301.1",79.792,480,93,4,15117,15594,16710793,16710316,3.92e-91,346
"92","PGEN_.00g025550::Scaffold_01:70878688-70882665","CM046301.1",87.273,220,28,0,1,220,16424203,16423984,4.44e-64,252
"93","PGEN_.00g025600::Scaffold_01:71001407-71092671","CM046306.1",90.698,86,7,1,39226,39311,32873226,32873310,5.06e-21,113
"94","PGEN_.00g025710::Scaffold_01:71400875-71410075","CM046301.1",84.921,126,18,1,2663,2788,35113029,35112905,6.53e-26,126
"95","PGEN_.00g025730::Scaffold_01:71431863-71473039","CM046301.1",86.264,182,25,0,24426,24607,35062803,35062622,6.12e-47,198
"96","PGEN_.00g026200::Scaffold_01:72490303-72537442","CM046301.1",78.44,218,47,0,3040,3257,66496400,66496183,3.33e-30,143
"97","PGEN_.00g026460::Scaffold_01:73165159-73195666","CM046301.1",76.402,428,79,18,26010,26427,46154459,46154874,5.83e-51,211
"98","PGEN_.00g026800::Scaffold_01:74143072-74158843","CM046301.1",88.636,132,13,2,706,836,39137032,39137162,1.11e-35,159
"99","PGEN_.00g026840::Scaffold_01:74227898-74278041","CM046300.1",76.977,430,89,10,45989,46413,20985475,20985899,1.58e-58,237
"100","PGEN_.00g027110::Scaffold_01:75185234-75185602","CM046301.1",77.135,363,65,17,3,355,50282917,50282563,6.55e-48,195
"101","PGEN_.00g027120::Scaffold_01:75185901-75205081","CM046301.1",75.312,401,90,8,15230,15625,50271719,50271323,7.98e-43,183
"102","PGEN_.00g027140::Scaffold_01:75237200-75336773","CM046301.1",81.47,313,47,10,38851,39157,50211476,50211169,5.22e-61,246
"103","PGEN_.00g027220::Scaffold_01:75547165-75561519","CM046306.1",90.588,85,8,0,13190,13274,32873310,32873226,7.94e-22,113
"104","PGEN_.00g027270::Scaffold_01:75657109-75689952","CM046296.1",84.328,134,16,5,9447,9578,13490895,13491025,2.34e-25,126
"105","PGEN_.00g027300::Scaffold_01:75756656-75782001","CM046301.1",87.786,131,16,0,25172,25302,46633783,46633913,8.27e-34,154
"106","PGEN_.00g027330::Scaffold_01:75815754-75870728","CM046301.1",83.41,217,28,5,4923,5131,27724080,27724296,1.06e-45,195
"107","PGEN_.00g027620::Scaffold_01:76508334-76515059","CM046301.1",84.571,175,27,0,2067,2241,14894830,14894656,1.68e-40,174
"108","PGEN_.00g027640::Scaffold_01:76538209-76564135","CM046306.1",72.353,1700,412,48,1,1664,29767400,29769077,9.5e-133,483
"109","PGEN_.00g028000::Scaffold_01:77241338-77245019","CM046301.1",78.592,341,66,6,6,341,28663671,28663333,4.17e-54,219
"110","PGEN_.00g028040::Scaffold_01:77412760-77429687","CM046303.1",90.698,86,6,2,6511,6596,44394242,44394325,9.37e-22,113
"111","PGEN_.00g028050::Scaffold_01:77431949-77449601","CM046301.1",87.218,133,17,0,7445,7577,28029569,28029437,2.07e-33,152
"112","PGEN_.00g028280::Scaffold_01:78164630-78265700","CM046301.1",80.882,272,52,0,34360,34631,19368716,19368987,1.49e-51,215
"113","PGEN_.00g029430::Scaffold_01:80898880-80901911","CM046302.1",84.96,1137,164,6,1,1135,17629062,17630193,0,1146
"114","PGEN_.00g029870::Scaffold_01:81904148-81915297","CM046304.1",91.86,86,7,0,3748,3833,5940663,5940748,3.68e-24,121
"115","PGEN_.00g030550::Scaffold_01:83322491-83334787","CM046301.1",80.567,247,48,0,5549,5795,17587303,17587057,3.05e-45,191
"116","PGEN_.00g030920::Scaffold_01:84235009-84253459","CM046301.1",82.014,139,25,0,13482,13620,28054691,28054553,2.2e-23,119
"117","PGEN_.00g030990::Scaffold_01:84373689-84413443","CM046301.1",80.374,214,30,10,35594,35801,1697440,1697647,4.67e-33,152
"118","PGEN_.00g031200::Scaffold_01:85147250-85185071","CM046301.1",79.911,224,35,9,24606,24826,1641212,1640996,3.43e-34,156
"119","PGEN_.00g031390::Scaffold_01:85880535-85890855","CM046304.1",84.759,374,46,10,8771,9139,36972302,36971935,1.43e-97,364
"120","PGEN_.00g031510::Scaffold_01:86039880-86075028","CM046301.1",84.783,184,26,2,34966,35148,57233891,57234073,1.46e-42,183
"121","PGEN_.00g031630::Scaffold_01:86326937-86340606","CM046301.1",83.465,127,21,0,10675,10801,26244644,26244770,1.63e-23,119
"122","PGEN_.00g031650::Scaffold_01:86355100-86362707","CM046311.1",77.72,193,43,0,890,1082,2686054,2686246,9.03e-24,119
"123","PGEN_.00g031920::Scaffold_01:86981109-87023773","CM046301.1",81.498,227,40,2,28266,28491,36187061,36187286,4.94e-43,185
"124","PGEN_.00g032030::Scaffold_01:87194584-87211126","CM046301.1",88.172,93,11,0,12804,12896,5831735,5831827,3.29e-21,111
"125","PGEN_.00g032150::Scaffold_01:87459945-87516368","CM046301.1",79.915,234,47,0,33422,33655,26782458,26782691,5.09e-39,172
"126","PGEN_.00g032160::Scaffold_01:87517014-87526727","CM046301.1",78.541,233,48,2,6133,6364,26814250,26814481,1.14e-33,152
"127","PGEN_.00g032190::Scaffold_01:87563574-87569465","CM046304.1",72.353,1313,306,40,4254,5529,43688580,43689872,1.05e-96,361
"128","PGEN_.00g032220::Scaffold_01:87624196-87624507","CM046301.1",83.746,283,44,2,13,294,70353560,70353841,1.14e-69,267
"129","PGEN_.00g033240::Scaffold_01:89426178-89428526","CM046301.1",84.564,149,23,0,47,195,37817477,37817329,3.52e-33,148
"130","PGEN_.00g033260::Scaffold_01:89477440-89493698","CM046301.1",82.8,250,39,4,14410,14657,48249051,48248804,5.15e-54,220
"131","PGEN_.00g033270::Scaffold_01:89509716-89543234","CM046301.1",76.285,253,50,8,16431,16678,48248804,48249051,2.39e-25,126
"132","PGEN_.00g033310::Scaffold_02:642-56377","CM046303.1",83.916,143,23,0,9248,9390,12808208,12808350,1.83e-28,137
"133","PGEN_.00g033520::Scaffold_02:615608-628973","CM046303.1",79.412,204,31,9,2888,3082,59304239,59304038,5.68e-28,134
"134","PGEN_.00g034340::Scaffold_02:3574122-3709463","CM046303.1",86.792,212,17,8,18850,19056,35106920,35106715,9.24e-55,226
"135","PGEN_.00g035060::Scaffold_02:5216622-5258633","CM046300.1",93.023,86,5,1,31962,32047,52549388,52549304,1.08e-24,124
"136","PGEN_.00g035180::Scaffold_02:5614989-5621767","CM046303.1",85.65,223,31,1,1637,1859,17460998,17461219,2.75e-58,233
"137","PGEN_.00g035710::Scaffold_02:6844734-6849605","CM046309.1",78.641,206,44,0,3608,3813,33004320,33004115,1.59e-29,137
"138","PGEN_.00g035840::Scaffold_02:7154853-7199289","CM046301.1",89.773,88,7,2,30839,30925,24239195,24239281,8.86e-21,111
"139","PGEN_.00g035910::Scaffold_02:7332467-7347158","CM046303.1",85.246,122,13,3,8001,8121,12299060,12298943,4.86e-24,121
"140","PGEN_.00g035920::Scaffold_02:7348787-7391892","CM046303.1",91.765,85,7,0,17610,17694,12265845,12265761,5.13e-23,119
"141","PGEN_.00g035930::Scaffold_02:7362193-7375869","CM046303.1",91.765,85,7,0,4204,4288,12265845,12265761,1.63e-23,119
"142","PGEN_.00g036090::Scaffold_02:7947090-7955400","CM046303.1",74.655,1882,433,39,6129,7985,64489944,64491806,0,793
"143","PGEN_.00g036130::Scaffold_02:8036268-8046019","CM046303.1",88.971,136,14,1,1899,2033,64547777,64547912,4.08e-38,167
"144","PGEN_.00g036820::Scaffold_02:9496532-9501582","CM046303.1",86.538,260,35,0,3724,3983,3685957,3685698,1.55e-74,287
"145","PGEN_.00g036970::Scaffold_02:9916049-9925382","CM046303.1",77.824,478,90,9,8132,8595,53696130,53695655,1.34e-72,281
"146","PGEN_.00g037730::Scaffold_02:12518881-12552040","CM046296.1",75.482,363,81,8,14321,14679,4229981,4229623,1.07e-38,171
"147","PGEN_.00g038370::Scaffold_02:14151950-14160280","CM046303.1",83.42,193,32,0,8136,8328,59257679,59257487,4.47e-42,180
"148","PGEN_.00g040150::Scaffold_02:19277062-19281162","CM046303.1",91.579,95,7,1,135,228,40079233,40079327,2.24e-27,130
"149","PGEN_.00g041230::Scaffold_02:22137946-22156380","CM046303.1",76.642,274,62,2,1263,1535,3479454,3479726,7.78e-33,150
"150","PGEN_.00g041380::Scaffold_02:22937283-22941869","CM046303.1",84.956,113,15,2,3213,3324,18549839,18549950,2.53e-22,113
"151","PGEN_.00g041400::Scaffold_02:23024773-23049889","CM046303.1",77.072,1086,228,15,23933,25012,18676698,18677768,5.23e-170,606
"152","PGEN_.00g041500::Scaffold_02:23358523-23415473","CM046303.1",80.935,278,52,1,20765,21041,18235011,18234734,6.5e-53,219
"153","PGEN_.00g041560::Scaffold_02:23530430-23547032","CM046303.1",80.097,206,40,1,6856,7060,18440176,18440381,1.95e-33,152
"154","PGEN_.00g042430::Scaffold_02:25824807-25870861","CM046303.1",81.863,204,37,0,31089,31292,15980506,15980303,4.15e-39,172
"155","PGEN_.00g042440::Scaffold_02:25871380-25912768","CM046303.1",87.097,124,13,2,1675,1796,15962612,15962490,1.36e-28,137
"156","PGEN_.00g042670::Scaffold_02:26678785-26681488","CM046311.1",75.926,324,70,7,1691,2010,86813,87132,1.88e-36,159
"157","PGEN_.00g042840::Scaffold_02:27141184-27171338","CM046303.1",80.909,220,42,0,23142,23361,66193948,66194167,7.55e-40,174
"158","PGEN_.00g043190::Scaffold_02:28072858-28089443","CM046303.1",77.622,286,60,4,11088,11371,21776997,21776714,5.37e-39,171
"159","PGEN_.00g043220::Scaffold_02:28115269-28146802","CM046303.1",87.634,186,22,1,16541,16726,21806332,21806516,4.66e-52,215
"160","PGEN_.00g044110::Scaffold_02:30837962-30859536","CM046303.1",91.489,141,12,0,2344,2484,15017258,15017398,4.15e-46,195
"161","PGEN_.00g044290::Scaffold_02:31258014-31274786","CM046303.1",87.692,130,16,0,2976,3105,9099116,9098987,1.97e-33,152
"162","PGEN_.00g044320::Scaffold_02:31335417-31352689","CM046303.1",87.692,130,16,0,13388,13517,9098987,9099116,2.03e-33,152
"163","PGEN_.00g044500::Scaffold_02:31752823-31774941","CM046303.1",91.489,141,12,0,19589,19729,15017398,15017258,4.25e-46,195
"164","PGEN_.00g045020::Scaffold_02:33188614-33268700","CM046303.1",85.984,371,50,2,1,370,13204552,13204183,3.94e-106,396
"165","PGEN_.00g045220::Scaffold_02:34076470-34082117","CM046300.1",91.109,1136,99,2,1,1135,49742010,49740876,0,1537
"166","PGEN_.00g045430::Scaffold_02:34534413-34569746","CM046303.1",88.276,145,14,3,33532,33673,2278112,2278256,1.15e-38,171
"167","PGEN_.00g045510::Scaffold_02:34817206-34858146","CM046303.1",79.741,232,41,4,35182,35409,44883970,44884199,2.22e-36,163
"168","PGEN_.00g045760::Scaffold_02:35599732-35624307","CM046303.1",82.955,176,30,0,14680,14855,31981660,31981485,1.72e-35,159
"169","PGEN_.00g046400::Scaffold_02:37401034-37409606","CM046303.1",83.735,166,27,0,6211,6376,66134992,66134827,2.16e-35,158
"170","PGEN_.00g046410::Scaffold_02:37425710-37446701","CM046303.1",80.606,165,32,0,15236,15400,66103101,66102937,4.15e-26,128
"171","PGEN_.00g046530::Scaffold_02:37747990-37759290","CM046303.1",82.456,228,35,4,10199,10425,30533295,30533072,2.17e-46,195
"172","PGEN_.00g047760::Scaffold_02:40629478-40669688","CM046303.1",90,100,9,1,27014,27112,40640307,40640406,7.96e-26,128
"173","PGEN_.00g048610::Scaffold_02:43273388-43290537","CM046303.1",85.354,198,27,2,8322,8518,61364388,61364584,5.48e-49,204
"174","PGEN_.00g048640::Scaffold_02:43322664-43328725","CM046305.1",83.74,246,38,2,1,245,14349724,14349968,8.85e-58,231
"175","PGEN_.00g048740::Scaffold_02:43425913-43435322","CM046305.1",83.333,270,45,0,1,270,14349724,14349993,3.8e-63,250
"176","PGEN_.00g048750::Scaffold_02:43435351-43435584","CM046305.1",87.124,233,30,0,1,233,7168815,7169047,2.98e-69,265
"177","PGEN_.00g048820::Scaffold_02:43716542-43723474","CM046303.1",77.717,184,38,1,5667,5847,63512821,63513004,4.95e-21,110
"178","PGEN_.00g049760::Scaffold_02:45956721-45972454","CM046303.1",80.608,263,48,3,15471,15732,66704975,66704715,6.5e-48,200
"179","PGEN_.00g050580::Scaffold_02:48575780-48579090","CM046303.1",88.182,110,11,2,1382,1491,48806399,48806292,1.81e-27,130
"180","PGEN_.00g050590::Scaffold_02:48579194-48609621","CM046303.1",90.152,132,8,5,24408,24536,48782084,48781955,1.28e-37,167
"181","PGEN_.00g050750::Scaffold_02:48972734-49017150","CM046303.1",80.303,198,37,2,17858,18054,4605107,4605303,6.75e-32,148
"182","PGEN_.00g050780::Scaffold_02:49093276-49194745","CM046303.1",72.978,581,138,12,9540,10108,60895058,60894485,1.18e-42,185
"183","PGEN_.00g051170::Scaffold_02:50119280-50178813","CM046303.1",81.193,218,35,6,30672,30886,2531602,2531816,1.93e-38,171
"184","PGEN_.00g051190::Scaffold_02:50195622-50235490","CM046303.1",91.176,102,8,1,29826,29926,2521015,2521116,1.31e-28,137
"185","PGEN_.00g051500::Scaffold_02:51009813-51133441","CM046303.1",92.254,142,10,1,39250,39391,21598060,21598200,5.11e-47,200
"186","PGEN_.00g051900::Scaffold_02:52395350-52529488","CM046307.1",87.764,237,18,7,19834,20069,5079565,5079339,5.39e-67,267
"187","PGEN_.00g051950::Scaffold_02:52576783-52610741","CM046303.1",76.652,227,42,11,24294,24515,60944045,60943825,5.23e-22,115
"188","PGEN_.00g052100::Scaffold_02:53125251-53164093","CM046303.1",91.589,107,9,0,1,107,2412943,2412837,5.9e-32,148
"189","PGEN_.00g052120::Scaffold_02:53219883-53220392","CM046302.1",76.84,462,104,2,50,508,10798397,10797936,1.16e-66,257
"190","PGEN_.00g052240::Scaffold_02:53421413-53431385","CM046304.1",81.292,1486,261,9,8048,9530,16762671,16764142,0,1188
"191","PGEN_.00g052400::Scaffold_02:53577995-53584774","CM046303.1",84.127,189,30,0,742,930,17629204,17629392,2.81e-43,183
"192","PGEN_.00g052750::Scaffold_02:54282743-54357674","CM046303.1",84.672,137,20,1,30009,30145,45526761,45526626,8.86e-28,135
"193","PGEN_.00g053450::Scaffold_02:56138168-56167766","CM046303.1",82.902,193,31,2,21687,21878,20818653,20818462,2.67e-39,172
"194","PGEN_.00g053810::Scaffold_02:56736892-56760815","CM046301.1",82.27,141,18,7,2915,3051,48474639,48474502,3.68e-22,115
"195","PGEN_.00g054330::Scaffold_02:58701594-58736201","CM046303.1",84.828,145,22,0,7644,7788,8042857,8043001,1.89e-31,147
"196","PGEN_.00g054660::Scaffold_02:59599198-59637019","CM046303.1",83.817,241,39,0,37574,37814,37004260,37004020,1.99e-56,230
"197","PGEN_.00g054670::Scaffold_02:59640421-59658427","CM046303.1",84.647,241,37,0,17759,17999,37004260,37004020,4.38e-60,241
"198","PGEN_.00g055140::Scaffold_02:60938751-60974193","CM046303.1",82.635,334,56,2,21262,21594,11647190,11647522,6.53e-76,294
"199","PGEN_.00g055310::Scaffold_02:61427959-61463441","CM046303.1",87.705,122,15,0,2414,2535,1592534,1592655,2.51e-30,143
"200","PGEN_.00g055720::Scaffold_02:62712111-62725288","CM046303.1",84.982,273,36,4,12900,13171,16943649,16943381,1.14e-69,272
